23,0,0.681818,45,,0,0
23,0.681818,0,45,,0,0
23,1.363636,0,45,,0,0
23,2.045454,0,45,,0,0
59,2.386363,0.154829504166667,64,,0,0
61,2.5568175,0.161931775,64,,0,0
-4,2.727272,2.727272,-1,0,1,0
-1,2.727272,1.353636,-1,5,1,0
44,2.727272,1.37499963333333,61,,1,0
51,2.727272,1.37499963333333,75,,1,0
63,2.727272,0.340909,69,,1,0
59,3.068181,0.156249958333333,64,,1,0
56,3.2386355,0.488636233333333,64,,1,0
61,3.749999,0.3196021875,64,,1,0
-1,4.090908,1.353636,-1,5,1,0
42,4.090908,1.34943145833333,59,,1,0
49,4.090908,1.34943145833333,73,,1,0
58,4.090908,0.3196021875,67,,1,0
54,4.431817,0.154829504166667,64,,1,0
51,4.6022715,0.487215779166667,64,,1,0
58,5.113635,0.316761279166666,64,,1,0
-4,5.454544,2.727272,-1,0,2,0
-1,5.454544,1.353636,-1,5,2,0
40,5.454544,1.37499963333333,61,,2,0
47,5.454544,0.5113635,75,,2,0
56,5.454544,0.340909,69,,2,0
54,5.795453,0.156249958333333,64,,2,0
47,5.9659075,0.504261229166667,64,,2,0
54,6.477271,0.3196021875,64,,2,0
-1,6.81818,1.353636,-1,5,2,0
35,6.81818,1.34943145833333,59,,2,0
42,6.81818,1.34943145833333,73,,2,0
51,6.81818,1.01136336666667,67,,2,0
49,7.840907,0.154829504166667,64,,2,0
51,8.0113615,0.161931774999999,64,,2,0
-4,8.181816,2.727272,-1,0,3,0
-1,8.181816,1.353636,-1,5,3,0
40,8.181816,1.37499963333333,61,,3,0
47,8.181816,1.37499963333333,75,,3,0
52,8.181816,0.698863449999999,69,,3,0
59,8.863634,0.315340825,65,,3,0
58,9.204543,0.154829504166667,64,,3,0
59,9.3749975,0.163352229166668,64,,3,0
-1,9.545452,1.353636,-1,5,3,0
35,9.545452,1.34943145833333,59,,3,0
42,9.545452,1.34943145833333,73,,3,0
54,9.545452,0.676136183333334,67,,3,0
52,10.22727,0.315340825,65,,3,0
51,10.568179,0.154829504166667,64,,3,0
52,10.7386335,0.161931774999999,64,,3,0
-4,10.909088,2.727272,-1,0,4,0
-1,10.909088,1.353636,-1,5,4,0
37,10.909088,1.37499963333333,61,,4,0
44,10.909088,1.37499963333333,75,,4,0
53,10.909088,0.698863449999999,69,,4,0
59,11.590906,0.315340825,65,,4,0
58,11.931815,0.154829504166667,64,,4,0
56,12.1022695,0.163352229166666,64,,4,0
-1,12.272724,1.353636,-1,5,4,0
39,12.272724,0.319602187500001,59,,4,0
46,12.272724,0.339488545833335,73,,4,0
55,12.272724,1.01136336666667,67,,4,0
27,12.613633,1.0099429125,63,,4,0
59,13.295451,0.154829504166667,64,,4,0
61,13.4659055,0.161931774999999,64,,4,0
-4,13.63636,2.727272,-1,0,5,0
-1,13.63636,1.353636,-1,5,5,0
32,13.63636,0.340909,69,,5,0
63,13.63636,0.340909,69,,5,0
39,13.977269,0.318181733333333,64,,5,0
59,13.977269,0.156249958333333,64,,5,0
56,14.1477235,0.488636233333333,64,,5,0
44,14.318178,0.674715729166666,65,,5,0
61,14.659087,0.319602187499999,64,,5,0
-1,14.999996,1.353636,-1,5,5,0
30,14.999996,0.319602187499999,67,,5,0
58,14.999996,0.319602187499999,67,,5,0
37,15.340905,0.316761279166666,64,,5,0
54,15.340905,0.154829504166667,64,,5,0
51,15.5113595,0.487215779166666,64,,5,0
42,15.681814,0.673295275000001,65,,5,0
58,16.022723,0.316761279166666,64,,5,0
-4,16.363632,2.727272,-1,0,6,0
-1,16.363632,1.353636,-1,5,6,0
28,16.363632,0.340909,68,,6,0
56,16.363632,0.340909,69,,6,0
35,16.704541,0.318181733333336,64,,6,0
54,16.704541,0.156249958333333,64,,6,0
47,16.8749955,0.488636233333335,64,,6,0
40,17.04545,0.674715729166667,65,,6,0
54,17.386359,0.319602187499999,64,,6,0
-1,17.727268,1.353636,-1,5,6,0
35,17.727268,0.319602187499999,67,,6,0
51,17.727268,1.01136336666667,67,,6,0
42,18.068177,0.316761279166666,64,,6,0
47,18.409086,0.673295275000001,65,,6,0
49,18.749995,0.154829504166667,64,,6,0
51,18.9204495,0.161931774999999,64,,6,0
-4,19.090904,2.727272,-1,0,7,0
-1,19.090904,1.353636,-1,5,7,0
37,19.090904,0.340909,69,,7,0
52,19.090904,0.698863450000001,69,,7,0
44,19.431813,0.318181733333333,64,,7,0
49,19.772722,0.674715729166667,65,,7,0
54,19.772722,0.315340825,65,,7,0
52,20.113631,0.154829504166667,64,,7,0
54,20.2840855,0.163352229166666,64,,7,0
-1,20.45454,1.353636,-1,5,7,0
32,20.45454,0.319602187499999,67,,7,0
51,20.45454,0.319602187499999,67,,7,0
39,20.795449,0.316761279166666,64,,7,0
54,20.795449,0.316761279166666,64,,7,0
44,21.136358,0.673295275000001,65,,7,0
59,21.136358,0.315340825,65,,7,0
63,21.477267,0.316761279166666,64,,7,0
-4,21.818176,2.727272,-1,0,8,0
-1,21.818176,1.353636,-1,5,8,0
28,21.818176,0.340909,68,,8,0
61,21.818176,0.511363500000002,69,,8,0
35,22.159085,0.318181733333336,64,,8,0
61,22.3295395,0.0156249958333348,64,,8,0
40,22.499994,0.674715729166667,65,,8,0
61,22.499994,0.00142045416666647,65,,8,0
59,22.840903,0.339488545833333,64,,8,0
-1,23.181812,4.080908,-1,5,8,0
35,23.181812,0.319602187499999,67,,8,0
51,23.181812,0.676136183333334,59,,8,0
59,23.181812,0.676136183333334,73,,8,0
49,23.522721,0.316761279166666,64,,8,0
47,23.86363,0.315340825,65,,8,0
42,24.204539,0.316761279166666,64,,8,0
-4,24.545448,2.727272,-1,0,9,0
59,26.931811,0.154829504166667,64,,9,0
61,27.1022655,0.161931774999999,64,,9,0
-4,27.27272,2.72727200000001,-1,0,10,0
-1,27.27272,1.353636,-1,5,10,0
32,27.27272,0.340909,69,,10,0
